"","mode","price.beach","price.pier","price.boat","price.charter","catch.beach","catch.pier","catch.boat","catch.charter","income"
"582","charter",121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2083.3332
"583","charter",54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666
"584","charter",268.272,268.272,17.496,52.496,0.5333,0.0069,0.0361,0.4216,5416.6667
"585","boat",157.872,157.872,10.296,45.296,0.5333,0.4522,0.0051,1.0266,2916.6666
"586","boat",157.872,157.872,10.296,45.296,0.5333,0.4522,0.0156,0.0058,2916.6666
"587","boat",80.512,80.512,15.096,39.096,0.1049,0.0451,0.1574,0.4671,4583.332
"588","beach",10.296,10.296,46.332,75.332,0.0678,0.0789,0.1643,0.5391,2916.6666
"589","charter",106.112,106.112,305.072,330.072,0.2537,0.1498,0.0531,0.0052,6250.0013
"590","charter",157.872,157.872,10.296,45.296,0.5333,0.4522,0.1665,0.3975,2916.6666
"591","boat",89.532,89.532,106.112,135.612,0.0678,0.0503,0.0143,0.0289,6250.0013
"592","boat",54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666
"593","boat",231.472,231.472,15.096,50.096,0.5333,0.4522,0.0156,0.0058,4583.332
"594","boat",268.272,268.272,17.496,52.496,0.5333,0.0069,0.0361,0.4216,5416.6667
"595","charter",157.312,157.312,29.496,53.496,0.1049,0.0451,0.0023,0.0046,9583.3357
"596","charter",121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2083.3332
"597","charter",231.472,231.472,15.096,50.096,0.5333,0.0069,0.0361,0.4216,4583.332
"598","boat",341.872,341.872,22.296,57.296,0.5333,0.0069,0.0361,0.4216,7083.3317
"599","boat",80.512,80.512,15.096,39.096,0.1049,0.0451,0.1574,0.4671,4583.332
"600","charter",344.864,344.864,38.134,73.134,0.5333,0.4522,0.2413,1.0266,6250.0013
"601","charter",220.064,220.064,24.334,59.334,0.5333,0.4522,0.0156,0.0058,3749.9999
"602","charter",122.472,122.472,33.534,57.534,0.1049,0.0079,0.0613,0.3087,5416.6667
"603","charter",72.072,72.072,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2916.6666
"604","beach",5.934,5.934,7.74,36.74,0.0678,0.0789,0.0014,0.0029,416.66668
"605","charter",136.864,136.864,15.134,50.134,0.5333,0.4522,0.0156,0.0058,2083.3332
"606","charter",136.864,136.864,15.134,50.134,0.5333,0.4522,0.0156,0.0058,2083.3332
"607","boat",136.864,136.864,15.134,50.134,0.5333,0.4522,0.2413,1.0266,2083.3332
"608","charter",95.264,95.264,10.534,45.534,0.5333,0.0069,0.0361,0.4216,1249.9998
"609","boat",223.272,223.272,61.134,85.134,0.1049,0.0079,0.0613,0.3087,10416.666
"610","boat",386.464,386.464,42.734,77.734,0.5333,0.0069,0.0361,0.4216,7083.3317
"611","charter",303.264,303.264,33.534,68.534,0.5333,0.4522,0.2413,1.0266,5416.6667
"612","beach",24.334,24.334,31.74,60.74,0.0678,0.0789,0.1643,0.5391,3749.9999
"613","charter",72.072,72.072,19.734,43.734,0.1049,0.0079,0.0613,0.3087,2916.6666
"614","boat",265.272,265.272,72.634,96.634,0.1049,0.0079,0.0613,0.3087,12499.998
"615","boat",178.464,178.464,19.734,54.734,0.5333,0.4522,0.2413,1.0266,2916.6666
"616","charter",54.912,54.912,10.296,34.296,0.1049,0.0451,0.1574,0.4671,2916.6666
"617","pier",22.296,22.296,100.332,129.332,0.0678,0.0789,0.1643,0.5391,7083.3317
"618","boat",581.072,581.072,37.896,72.896,0.5333,0.4522,0.2413,1.0266,12499.998
"619","boat",67.712,67.712,12.696,36.696,0.1049,0.0451,0.1574,0.4671,3749.9999
"620","boat",93.312,93.312,17.496,41.496,0.1049,0.0451,0.0238,0.0468,5416.6667
"621","beach",93.312,93.312,93.312,111.812,0.2537,0.1498,0.0233,0.0219,5416.6667
"622","charter",220.064,220.064,24.334,59.334,0.5333,0.4522,0.0156,0.0058,3749.9999
"623","charter",178.464,178.464,19.734,54.734,0.5333,0.4522,0.2413,1.0266,2916.6666
"624","boat",265.272,265.272,72.634,96.634,0.1049,0.0451,0.1574,0.4671,12499.998
"625","pier",56.534,56.534,73.74,102.74,0.0678,0.0789,0.1643,0.5391,9583.3357
"626","charter",122.472,122.472,33.534,57.534,0.1049,0.0451,0.0238,0.0468,5416.6667
"627","beach",15.134,15.134,19.74,48.74,0.0678,0.0789,0.1643,0.5391,2083.3332
"628","boat",261.664,261.664,28.934,63.934,0.5333,0.0069,0.0361,0.4216,4583.332
"629","beach",42.734,42.734,55.74,84.74,0.0678,0.0789,0.1643,0.5391,7083.3317
"630","boat",189.672,189.672,51.934,75.934,0.1049,0.0451,0.0023,0.0046,8750.001
"631","boat",344.864,344.864,38.134,73.134,0.5333,0.4522,0.2413,1.0266,6250.0013
"632","boat",54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666
"633","boat",157.872,157.872,10.296,45.296,0.5333,0.0069,0.0361,0.4216,2916.6666
"634","charter",415.472,415.472,27.096,62.096,0.5333,0.0069,0.0361,0.4216,8750.001
"635","boat",581.072,581.072,37.896,72.896,0.5333,0.4522,0.0156,0.0058,12499.998
"636","charter",378.672,378.672,24.696,59.696,0.5333,0.4522,0.1665,0.3975,7916.6663
"637","boat",19.896,19.896,106.112,141.112,0.0678,0.0025,0.0108,0.2377,6250.0013
"638","charter",67.712,67.712,12.696,36.696,0.1049,0.0451,0.0238,0.0468,3749.9999
"639","pier",17.496,17.496,78.732,107.732,0.0678,0.0025,0.0499,0.2421,5416.6667
"640","boat",452.272,452.272,29.496,64.496,0.5333,0.4522,0.2413,1.0266,9583.3357
"641","charter",93.312,93.312,17.496,41.496,0.1049,0.0079,0.0613,0.3087,5416.6667
"642","pier",12.696,12.696,57.132,86.132,0.0678,0.0789,0.1643,0.5391,3749.9999
"643","boat",202.112,202.112,37.896,61.896,0.1049,0.0451,0.0023,0.0046,12499.998
"644","charter",489.072,489.072,31.896,66.896,0.5333,0.4522,0.2413,1.0266,10416.666
"645","boat",54.912,54.912,10.296,34.296,0.1049,0.0079,0.0613,0.3087,2916.6666
"646","pier",5.496,5.496,24.732,53.732,0.0678,0.0025,0.0499,0.2421,1249.9998
"647","charter",10.296,10.296,54.912,89.912,0.0678,0.0789,0.0897,1.0905,2916.6666
"648","boat",12.696,12.696,67.712,102.712,0.0678,0.0789,0.0102,0.0209,3749.9999
"649","charter",231.472,231.472,15.096,50.096,0.5333,0.0069,0.0361,0.4216,4583.332
"650","beach",10.296,10.296,46.332,75.332,0.0678,0.0789,0.1643,0.5391,2916.6666
"651","boat",42.112,42.112,7.896,31.896,0.1049,0.0451,0.1574,0.4671,2083.3332
"652","charter",231.472,231.472,15.096,50.096,0.5333,0.4522,0.1665,0.3975,4583.332
"653","charter",121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2083.3332
"654","boat",231.472,231.472,15.096,50.096,0.5333,0.4522,0.0156,0.0058,4583.332
"655","pier",10.296,10.296,46.332,75.332,0.0678,0.0789,0.1643,0.5391,2916.6666
"656","beach",5.496,5.496,24.732,53.732,0.0678,0.0789,0.1643,0.5391,1249.9998
"657","boat",202.112,202.112,37.896,61.896,0.1049,0.0451,0.0238,0.0468,12499.998
"658","pier",78.732,78.732,78.732,103.732,0.0678,0.0503,0.2601,0.5391,5416.6667
"659","boat",268.272,268.272,17.496,52.496,0.5333,0.4522,0.2413,1.0266,5416.6667
"660","beach",9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332
"661","pier",36.87,36.87,122.9,141.4,0.2537,0.1498,0.2339,0.6288,9583.3357
"662","charter",276.432,276.432,212.64,247.64,0.5333,0.0069,0.0361,0.4216,10416.666
"663","charter",100.016,100.016,9.87,39.37,0.0678,0.0052,0.0732,0.1726,2083.3332
"664","charter",193.232,193.232,148.64,183.64,0.5333,0.4522,0.2413,1.0266,7083.3317
"665","boat",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2083.3332
"666","boat",191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332
"667","beach",47.37,47.37,157.9,176.4,0.2537,0.1498,0.0233,0.0219,12499.998
"668","charter",68.64,68.64,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2916.6666
"669","boat",252.64,252.64,47.37,82.37,0.0678,0.0789,0.0102,0.0209,12499.998
"670","boat",191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332
"671","boat",68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2916.6666
"672","boat",160.816,160.816,15.87,45.37,0.0678,0.0503,0.0143,0.0289,3749.9999
"673","boat",148.64,148.64,27.87,62.87,0.0678,0.0789,0.0559,0.6456,7083.3317
"674","boat",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999
"675","charter",180.64,180.64,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8750.001
"676","beach",9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332
"677","charter",100.64,100.64,18.87,53.87,0.0678,0.0789,0.0897,1.0905,4583.332
"678","boat",148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317
"679","boat",148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317
"680","boat",191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332
"681","charter",68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2916.6666
"682","boat",100.64,100.64,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332
"683","boat",191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332
"684","charter",132.64,132.64,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6250.0013
"685","charter",36.64,36.64,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998
"686","charter",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2083.3332
"687","beach",12.87,12.87,42.9,61.4,0.2537,0.1498,0.2339,0.6288,2916.6666
"688","pier",47.37,47.37,157.9,176.4,0.2537,0.1498,0.2339,0.6288,12499.998
"689","beach",27.87,27.87,92.9,111.4,0.2537,0.1498,0.2339,0.6288,7083.3317
"690","pier",18.87,18.87,62.9,81.4,0.2537,0.1498,0.2339,0.6288,4583.332
"691","charter",160.816,160.816,15.87,45.37,0.0678,0.0503,0.0016,0.1176,3749.9999
"692","charter",164.64,164.64,30.87,65.87,0.0678,0.0789,0.0897,1.0905,7916.6663
"693","boat",191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332
"694","boat",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999
"695","charter",24.87,24.87,172.432,197.432,0.2537,0.1498,0.6817,2.3014,6250.0013
"696","beach",12.87,12.87,42.9,61.4,0.2537,0.1498,0.0082,0.0044,2916.6666
"697","boat",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5416.6667
"698","pier",33.87,33.87,112.9,131.4,0.2537,0.1498,0.2339,0.6288,8750.001
"699","boat",252.016,252.016,24.87,54.37,0.0678,0.0503,0.0016,0.1176,6250.0013
"700","boat",252.016,252.016,24.87,54.37,0.0678,0.0503,0.0143,0.0289,6250.0013
"701","pier",24.87,24.87,82.9,101.4,0.2537,0.1498,0.2339,0.6288,6250.0013
"702","boat",100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4583.332
"703","charter",100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4583.332
"704","boat",100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4583.332
"705","pier",6.87,6.87,22.9,41.4,0.2537,0.1498,0.0233,0.0219,1249.9998
"706","pier",15.87,15.87,68.77,87.27,0.2537,0.1498,0.0233,0.0219,3749.9999
"707","boat",221.408,221.408,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332
"708","beach",27.87,27.87,120.77,139.27,0.2537,0.1498,0.0233,0.0219,7083.3317
"709","beach",9.87,9.87,42.77,61.27,0.2537,0.1498,0.0233,0.0219,2083.3332
"710","pier",9.87,9.87,42.77,61.27,0.2537,0.1498,0.2339,0.6288,2083.3332
"711","pier",15.87,15.87,68.77,87.27,0.2537,0.1498,0.0233,0.0219,3749.9999
"712","beach",18.87,18.87,81.77,100.27,0.2537,0.1498,0.2339,0.6288,4583.332
"713","charter",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667
"714","beach",21.87,21.87,72.9,91.4,0.2537,0.1498,0.2339,0.6288,5416.6667
"715","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.2339,0.6288,2916.6666
"716","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2916.6666
"717","charter",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5416.6667
"718","charter",84.64,84.64,15.87,50.87,0.0678,0.0025,0.0108,0.2377,3749.9999
"719","charter",132.64,132.64,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6250.0013
"720","charter",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332
"721","boat",9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332
"722","charter",148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317
"723","boat",180.64,180.64,33.87,68.87,0.0678,0.0789,0.0559,0.6456,8750.001
"724","charter",130.416,130.416,12.87,42.37,0.0678,0.0503,0.0016,0.1176,2916.6666
"725","boat",221.616,221.616,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5416.6667
"726","pier",36.87,36.87,122.9,141.4,0.2537,0.1498,0.2339,0.6288,9583.3357
"727","boat",191.216,191.216,18.87,48.37,0.0678,0.0052,0.0732,0.1726,4583.332
"728","charter",68.64,68.64,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666
"729","pier",30.87,30.87,102.9,121.4,0.2537,0.1498,0.2339,0.6288,7916.6663
"730","boat",282.416,282.416,27.87,57.37,0.0678,0.0503,0.0143,0.0289,7083.3317
"731","boat",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0559,0.6456,5416.6667
"732","boat",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999
"733","charter",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5416.6667
"734","boat",148.64,148.64,27.87,62.87,0.0678,0.0789,0.0559,0.6456,7083.3317
"735","pier",18.87,18.87,62.9,81.4,0.2537,0.1498,0.0233,0.0219,4583.332
"736","charter",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999
"737","boat",100.64,100.64,18.87,53.87,0.0678,0.0025,0.0108,0.2377,4583.332
"738","boat",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999
"739","charter",6.87,6.87,47.632,72.632,0.2537,0.1498,0.6817,2.3014,1249.9998
"740","charter",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999
"741","charter",68.64,68.64,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666
"742","charter",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999
"743","beach",18.87,18.87,62.9,81.4,0.2537,0.1498,0.2339,0.6288,4583.332
"744","charter",160.816,160.816,15.87,45.37,0.0678,0.0052,0.0732,0.1726,3749.9999
"745","pier",15.87,15.87,52.9,71.4,0.2537,0.1498,0.0233,0.0219,3749.9999
"746","boat",100.016,100.016,9.87,39.37,0.0678,0.0503,0.0143,0.0289,2083.3332
"747","pier",9.87,9.87,32.9,51.4,0.2537,0.1498,0.0233,0.0219,2083.3332
"748","pier",9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332
"749","boat",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999
"750","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.2339,0.6288,2916.6666
"751","charter",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332
"752","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2916.6666
"753","boat",180.64,180.64,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8750.001
"754","charter",36.64,36.64,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998
"755","boat",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0897,1.0905,2083.3332
"756","boat",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999
"757","beach",9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332
"758","boat",148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317
"759","charter",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2083.3332
"760","beach",15.87,15.87,52.9,71.4,0.2537,0.1498,0.2339,0.6288,3749.9999
"761","boat",228.64,228.64,42.87,77.87,0.0678,0.0789,0.0102,0.0209,11250.001
"762","charter",68.64,68.64,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666
"763","charter",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332
"764","boat",160.816,160.816,15.87,45.37,0.0678,0.0503,0.0143,0.0289,3749.9999
"765","boat",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667
"766","charter",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999
"767","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2916.6666
"768","boat",221.616,221.616,21.87,51.37,0.0678,0.0503,0.1082,0.324,5416.6667
"769","charter",68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2916.6666
"770","beach",9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332
"771","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2916.6666
"772","pier",3.87,3.87,12.9,31.4,0.2537,0.1498,0.2339,0.6288,416.66668
"773","charter",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667
"774","charter",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3749.9999
"775","beach",9.87,9.87,32.9,51.4,0.2537,0.1498,0.0233,0.0219,2083.3332
"776","pier",9.87,9.87,32.9,51.4,0.2537,0.1498,0.0233,0.0219,2083.3332
"777","charter",43.74,43.74,52.488,70.988,0.2537,0.1498,0.2339,0.6288,5416.6667
"778","charter",107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6250.0013
"779","boat",78.302,78.302,42.77,77.77,0.5333,0.0069,0.0361,0.4216,2083.3332
"780","charter",120.77,120.77,55.74,90.74,0.0678,0.0789,0.0897,1.0905,7083.3317
"781","charter",94.77,94.77,43.74,78.74,0.0678,0.0025,0.0108,0.2377,5416.6667
"782","charter",81.77,81.77,37.74,72.74,0.0678,0.0789,0.0559,0.6456,4583.332
"783","charter",134.366,134.366,31.74,61.24,0.0678,0.0503,0.1082,0.324,3749.9999
"784","charter",55.77,55.77,25.74,60.74,0.0678,0.0789,0.0102,0.0209,2916.6666
"785","boat",94.77,94.77,43.74,78.74,0.0678,0.0789,0.0897,1.0905,5416.6667
"786","pier",43.74,43.74,52.488,70.988,0.2537,0.1498,0.2339,0.6288,5416.6667
"787","boat",94.77,94.77,43.74,78.74,0.0678,0.0789,0.0559,0.6456,5416.6667
"788","charter",81.77,81.77,37.74,72.74,0.0678,0.0789,0.0102,0.0209,4583.332
"789","charter",107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6250.0013
"790","charter",108.966,108.966,25.74,55.24,0.0678,0.0503,0.0143,0.0289,2916.6666
"791","pier",25.74,25.74,30.888,49.388,0.2537,0.1498,0.0082,0.0044,2916.6666
"792","boat",108.966,108.966,25.74,55.24,0.0678,0.0052,0.0732,0.1726,2916.6666
"793","charter",94.77,94.77,43.74,78.74,0.0678,0.0789,0.0102,0.0209,5416.6667
"794","beach",125.902,125.902,68.77,103.77,0.5333,0.4522,0.2413,1.0266,3749.9999
"795","charter",68.77,68.77,31.74,66.74,0.0678,0.0789,0.0897,1.0905,3749.9999
"796","boat",159.766,159.766,37.74,67.24,0.0678,0.0503,0.0143,0.0289,4583.332
"797","charter",81.77,81.77,37.74,72.74,0.0678,0.0025,0.0108,0.2377,4583.332
"798","boat",68.77,68.77,31.74,66.74,0.0678,0.0025,0.0108,0.2377,3749.9999
"799","charter",107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6250.0013
"800","boat",94.77,94.77,43.74,78.74,0.0678,0.0025,0.0108,0.2377,5416.6667
"801","boat",29.77,29.77,13.74,48.74,0.0678,0.0789,0.0559,0.6456,1249.9998
"802","boat",108.966,108.966,25.74,55.24,0.0678,0.0503,0.0143,0.0289,2916.6666
"803","boat",42.594,42.594,6.87,41.87,0.0678,0.0789,0.0102,0.0209,1249.9998
"804","charter",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666
"805","boat",115.808,115.808,9.87,39.37,0.0678,0.0503,0.0143,0.0289,2083.3332
"806","boat",154.194,154.194,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6250.0013
"807","charter",42.594,42.594,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998
"808","beach",24.87,24.87,107.77,126.27,0.2537,0.1498,0.0082,0.0044,6250.0013
"809","charter",186.208,186.208,15.87,45.37,0.0678,0.0052,0.0732,0.1726,3749.9999
"810","charter",61.194,61.194,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332
"811","pier",12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666
"812","charter",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666
"813","beach",27.87,27.87,120.77,139.27,0.2537,0.1498,0.2339,0.6288,7083.3317
"814","charter",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2916.6666
"815","boat",555.808,555.808,47.37,76.87,0.0678,0.0503,0.0143,0.0289,12499.998
"816","boat",80.608,80.608,6.87,36.37,0.0678,0.0503,0.0143,0.0289,1249.9998
"817","boat",467.808,467.808,39.87,69.37,0.0678,0.0503,0.0143,0.0289,10416.666
"818","beach",36.87,36.87,159.77,178.27,0.2537,0.1498,0.2339,0.6288,9583.3357
"819","beach",12.87,12.87,55.77,74.27,0.2537,0.1498,0.0082,0.0044,2916.6666
"820","beach",6.87,6.87,29.77,48.27,0.2537,0.1498,0.0233,0.0219,1249.9998
"821","charter",115.808,115.808,9.87,39.37,0.0678,0.0503,0.1082,0.324,2083.3332
"822","beach",12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666
"823","boat",154.194,154.194,24.87,59.87,0.0678,0.0789,0.0102,0.0209,6250.0013
"824","boat",116.994,116.994,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332
"825","beach",12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666
"826","pier",3.87,3.87,16.77,35.27,0.2537,0.1498,0.0233,0.0219,416.66668
"827","charter",154.194,154.194,24.87,59.87,0.0678,0.0789,0.0559,0.6456,6250.0013
"828","beach",30.87,30.87,133.77,152.27,0.2537,0.1498,0.0233,0.0219,7916.6663
"829","pier",3.87,3.87,16.77,35.27,0.2537,0.0014,0.0626,0.2773,416.66668
"830","charter",135.594,135.594,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667
"831","charter",116.994,116.994,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332
"832","charter",116.994,116.994,18.87,53.87,0.0678,0.0789,0.0897,1.0905,4583.332
"833","boat",555.808,555.808,47.37,76.87,0.0678,0.0052,0.0732,0.1726,12499.998
"834","charter",116.994,116.994,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332
"835","boat",209.994,209.994,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8750.001
"836","boat",98.394,98.394,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3749.9999
"837","boat",115.808,115.808,9.87,39.37,0.0678,0.0503,0.0143,0.0289,2083.3332
"838","charter",80.608,80.608,6.87,36.37,0.0678,0.0503,0.1082,0.324,1249.9998
"839","charter",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666
"840","beach",24.87,24.87,107.77,126.27,0.2537,0.1498,0.0233,0.0219,6250.0013
"841","boat",151.008,151.008,12.87,42.37,0.0678,0.0503,0.1082,0.324,2916.6666
"842","boat",256.608,256.608,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5416.6667
"843","boat",98.394,98.394,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3749.9999
"844","pier",12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666
"845","beach",21.87,21.87,94.77,113.27,0.2537,0.1498,0.0233,0.0219,5416.6667
"846","boat",115.808,115.808,9.87,39.37,0.0678,0.0503,0.1082,0.324,2083.3332
"847","charter",135.594,135.594,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667
"848","charter",135.594,135.594,21.87,56.87,0.0678,0.0789,0.0559,0.6456,5416.6667
"849","pier",24.87,24.87,107.77,126.27,0.2537,0.1498,0.2339,0.6288,6250.0013
"850","charter",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2916.6666
"851","boat",23.994,23.994,3.87,38.87,0.0678,0.0789,0.0559,0.6456,416.66668
"852","charter",98.394,98.394,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999
"853","boat",221.408,221.408,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332
"854","charter",12.87,12.87,53.196,78.196,0.2537,0.1498,0.6817,2.3014,2916.6666
"855","boat",80.608,80.608,6.87,36.37,0.0678,0.0052,0.0732,0.1726,1249.9998
"856","boat",256.608,256.608,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5416.6667
"857","boat",80.608,80.608,6.87,36.37,0.0678,0.0503,0.0143,0.0289,1249.9998
"858","pier",12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666
"859","charter",115.808,115.808,115.808,140.808,0.0678,0.0503,0.2601,0.5391,2083.3332
"860","beach",15.87,15.87,68.77,87.27,0.2537,0.1498,0.2339,0.6288,3749.9999
"861","boat",397.408,397.408,33.87,63.37,0.0678,0.0503,0.0143,0.0289,8750.001
"862","boat",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666
"863","charter",42.594,42.594,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998
"864","boat",256.608,256.608,21.87,51.37,0.0678,0.0503,0.1082,0.324,5416.6667
"865","pier",3.87,3.87,16.77,35.27,0.2537,0.1498,0.0233,0.0219,416.66668
"866","pier",21.87,21.87,94.77,113.27,0.2537,0.1498,0.0233,0.0219,5416.6667
"867","boat",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666
"868","boat",327.008,327.008,27.87,57.37,0.0678,0.0503,0.0143,0.0289,7083.3317
"869","boat",45.408,45.408,3.87,33.37,0.0678,0.0503,0.0022,0.324,416.66668
"870","boat",175.89,175.89,121.836,146.836,0.2537,0.1498,0.6817,2.3014,2916.6666
"871","beach",31.144,31.144,70.532,105.532,0.5333,0.4522,0.0156,0.0058,1249.9998
"872","boat",35.724,35.724,31.144,56.144,0.2537,0.1498,0.6817,2.3014,1249.9998
"873","beach",121.836,121.836,203.346,238.346,0.5333,0.4522,0.0156,0.0058,2916.6666
